,Time,BX_GSM,BY_GSM,BZ_GSM,Vx,Vy,Vz,proton_density,T
0,2014-02-27 17:00:00,2.44,-1.2,-6.97,-381.2,-60.6,12.2,20.35,79352.0
1,2014-02-27 17:01:00,3.16,-4.11,-8.24,-362.9,-49.9,13.0,16.4,50822.0
2,2014-02-27 17:02:00,2.19,-2.74,-5.3,-366.4,-46.8,10.5,20.34,52969.0
3,2014-02-27 17:03:00,2.35,-5.34,-6.02,-374.9,-51.1,7.7,23.23,63711.0
4,2014-02-27 17:04:00,2.16,-5.05,-5.72,-390.1,-57.4,7.4,28.52,81930.0
5,2014-02-27 17:05:00,1.75,-3.52,-5.91,-399.9,-67.7,-2.5,35.51,103449.0
6,2014-02-27 17:06:00,1.22,-1.82,-5.21,-393.5,-63.9,-2.9,31.94,98023.0
7,2014-02-27 17:07:00,1.23,-3.4,-5.47,-351.2,-36.7,11.0,15.72,28720.0
8,2014-02-27 17:08:00,1.34,-4.04,-6.0,-371.2,-50.8,5.6,22.39,62308.0
9,2014-02-27 17:09:00,1.65,-4.65,-5.63,-382.9,-59.3,4.8,26.97,78673.0
10,2014-02-27 17:10:00,1.46,-6.7,-4.64,-415.1,-79.0,-0.2,44.56,131284.0
11,2014-02-27 17:11:00,1.4,-7.03,-4.13,-416.1,-75.4,2.0,47.6,125118.0
12,2014-02-27 17:12:00,1.05,-5.79,-5.17,-415.7,-75.4,2.1,47.53,124679.0
13,2014-02-27 17:13:00,2.55,-7.58,-4.96,-407.9,-76.0,2.5,45.86,114542.0
14,2014-02-27 17:14:00,1.63,-7.82,-5.65,-408.1,-70.4,1.2,45.86,113126.0
15,2014-02-27 17:15:00,1.57,-7.58,-4.72,-407.8,-71.6,2.6,45.82,113209.0
16,2014-02-27 17:16:00,1.48,-7.47,-4.57,-411.4,-75.2,4.6,47.38,118424.0
17,2014-02-27 17:17:00,1.15,-7.61,-3.56,-408.3,-73.1,4.6,45.91,119971.0
18,2014-02-27 17:18:00,1.05,-6.66,-2.98,-407.0,-74.9,7.0,44.12,121548.0
19,2014-02-27 17:19:00,1.92,-10.13,3.86,-415.1,-82.4,23.0,34.09,137837.0
20,2014-02-27 17:20:00,3.42,-5.88,-0.42,-413.7,-82.4,26.4,33.06,133872.0
21,2014-02-27 17:21:00,8.56,-11.1,-3.65,-414.4,-86.2,25.4,31.48,119952.0
22,2014-02-27 17:22:00,7.79,-10.97,-4.15,-420.0,-92.4,15.7,33.59,144775.0
23,2014-02-27 17:23:00,7.79,-10.85,-4.36,-420.0,-92.4,15.7,33.6,144857.0
24,2014-02-27 17:24:00,8.23,-10.23,-4.98,-418.4,-86.2,8.1,28.89,121042.0
25,2014-02-27 17:25:00,9.54,-10.1,-4.6,-418.2,-86.6,8.2,29.17,121299.0
26,2014-02-27 17:26:00,9.04,-11.38,-6.04,-414.7,-92.2,9.9,33.6,125526.0
27,2014-02-27 17:27:00,9.01,-10.84,-4.56,-422.9,-87.5,9.2,30.45,119192.0
28,2014-02-27 17:28:00,11.53,-8.58,4.0,-422.9,-87.5,9.2,30.45,119192.0
29,2014-02-27 17:29:00,11.41,-7.99,1.42,-415.2,-71.8,21.1,28.42,145490.0
30,2014-02-27 17:30:00,8.49,-6.55,5.67,-418.7,-75.9,15.8,30.35,163636.0
31,2014-02-27 17:31:00,9.88,-7.98,5.27,-417.8,-68.9,26.6,24.1,154872.0
32,2014-02-27 17:32:00,9.62,-10.09,3.76,-413.6,-72.7,28.9,24.03,148392.0
33,2014-02-27 17:33:00,9.65,-10.87,2.09,-404.4,-83.2,31.5,25.35,136207.0
34,2014-02-27 17:34:00,10.83,-11.57,1.52,-413.8,-80.1,24.0,26.21,123813.0
35,2014-02-27 17:35:00,9.92,-12.0,-4.53,-413.8,-80.1,24.0,26.21,123813.0
36,2014-02-27 17:36:00,10.05,-10.96,-7.21,-412.84998,-81.55,13.35,29.32,129291.5
37,2014-02-27 17:37:00,9.57,-11.97,-7.83,-411.9,-83.0,2.7,32.43,134770.0
38,2014-02-27 17:38:00,9.91,-13.41,-4.02,-411.9,-83.0,2.7,32.43,134770.0
39,2014-02-27 17:39:00,10.01,-10.36,-11.66,-420.2,-79.0,-9.4,28.99,133812.0
40,2014-02-27 17:40:00,9.37,-10.05,-12.81,-422.6,-78.0,-11.8,28.56,126812.0
41,2014-02-27 17:41:00,9.4,-9.61,-8.97,-428.1,-76.2,-17.2,27.79,112424.0
42,2014-02-27 17:42:00,7.62,-10.57,-3.12,-429.2,-81.2,-17.3,32.45,138250.0
43,2014-02-27 17:43:00,10.24,-8.36,8.28,-434.7,-81.3,-19.8,34.91,146967.0
44,2014-02-27 17:44:00,10.44,-7.67,8.4,-429.0,-61.0,27.3,23.71,155093.0
45,2014-02-27 17:45:00,9.86,-4.59,11.72,-432.2,-61.2,28.7,23.17,146292.0
46,2014-02-27 17:46:00,9.59,-8.3,9.75,-419.7,-62.1,32.9,21.94,120367.0
